[16Nov2025 21:34:57.116] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[16Nov2025 21:34:57.121] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.16 by Ubuntu; OS Linux arch amd64 version 6.8.0-1030-azure
[16Nov2025 21:34:58.072] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[16Nov2025 21:34:58.126] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/servermodspro/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[16Nov2025 21:34:58.190] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[16Nov2025 21:34:58.193] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/servermodspro/servidor_minecraft
[16Nov2025 21:34:58.195] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/servermodspro/servidor_minecraft/mods
[16Nov2025 21:34:58.197] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[16Nov2025 21:34:58.200] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/servermodspro/servidor_minecraft/config/mods_optimizer/config.toml
[16Nov2025 21:34:58.246] [main/INFO] [Mods Optimizer/]: [Mods Database Updater] ⏳ Local mods-database.json is still fresh (last update: 2025-11-16T17:06:27.248360209Z).
[16Nov2025 21:34:58.255] [main/INFO] [Mods Optimizer/]: Mods Optimizer Mods Database Config File loaded with 346 mods client: 306, server: 18, default: 22.
[16Nov2025 21:34:58.256] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/servermodspro/servidor_minecraft and mods dir /workspaces/servermodspro/servidor_minecraft/mods for target SERVER in 57 ms.
[16Nov2025 21:34:58.257] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[16Nov2025 21:34:58.259] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~209 mods in /workspaces/servermodspro/servidor_minecraft/mods with file extension .jar ...
[16Nov2025 21:34:58.290] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2025-10-10T19:28:56.294146:
[16Nov2025 21:34:58.314] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/servermodspro/servidor_minecraft/mods/dungeons-and-taverns-3.0.3.f[Forge].jar, which is expected in some cases.
[16Nov2025 21:34:58.326] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for attributefix from CLIENT to BOTH
[16Nov2025 21:34:58.382] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterfortresses[0] section of the mods.toml file /workspaces/servermodspro/servidor_minecraft/mods/YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar!
[16Nov2025 21:34:58.421] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/servermodspro/servidor_minecraft/mods/ultris-v5.6.9c.jar, which is expected in some cases.
[16Nov2025 21:34:58.437] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file /workspaces/servermodspro/servidor_minecraft/mods/Patchouli-1.20.1-84.1-FORGE.jar!
[16Nov2025 21:34:58.466] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.origins_plus_plus[0] section of the mods.toml file /workspaces/servermodspro/servidor_minecraft/mods/origins-plus-plus-2.4-forge.jar!
[16Nov2025 21:34:58.470] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/servermodspro/servidor_minecraft/mods/spellbound-weapons-v4.0.5m.jar, which is expected in some cases.
[16Nov2025 21:34:58.506] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for appleskin from CLIENT to BOTH
[16Nov2025 21:34:58.534] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.yungsapi[0] section of the mods.toml file /workspaces/servermodspro/servidor_minecraft/mods/YungsApi-1.20-Forge-4.0.6.jar!
[16Nov2025 21:34:58.535] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterdungeons[0] section of the mods.toml file /workspaces/servermodspro/servidor_minecraft/mods/YungsBetterDungeons-1.20-Forge-4.0.4.jar!
[16Nov2025 21:34:58.556] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml or META-INF/neoforge.mods.toml file for /workspaces/servermodspro/servidor_minecraft/mods/supplementaries-1.20-3.1.40.jar!
[16Nov2025 21:34:58.557] [main/ERROR] [Mods Optimizer/]: ⚠ Found no valid modId for /workspaces/servermodspro/servidor_minecraft/mods/supplementaries-1.20-3.1.40.jar!
[16Nov2025 21:34:58.564] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2025-11-13T20:54:00.632650426Z:
[16Nov2025 21:34:58.564] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2025-11-13T20:54:00.632650426Z:
[16Nov2025 21:34:58.566] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for smoothchunk from BOTH to SERVER
[16Nov2025 21:34:58.568] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 14 data pack mods in 189 mods.
[16Nov2025 21:34:58.568] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 3 server mods in 189 mods.
[16Nov2025 21:34:58.569] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 172 default mods in 189 mods.
[16Nov2025 21:34:58.569] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[16Nov2025 21:34:58.570] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[16Nov2025 21:34:58.571] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[16Nov2025 21:34:58.572] [main/INFO] [Mods Optimizer/]: | saturn                             | 0.1.2                  | FORGE    | BOTH              | 2024-01-09 19:08:03 |
[16Nov2025 21:34:58.573] [main/INFO] [Mods Optimizer/]: | betterdungeons                     | 1.204.0-4              | FORGE    | UNKNOWN           | 2024-04-18 01:09:50 |
[16Nov2025 21:34:58.573] [main/INFO] [Mods Optimizer/]: | almanac                            | 1.0.2                  | FORGE    | SERVER            | 2025-11-16 16:50:22 |
[16Nov2025 21:34:58.574] [main/INFO] [Mods Optimizer/]: | netherportalfix                    | 13.0.1                 | FORGE    | BOTH              | 2023-12-08 13:21:49 |
[16Nov2025 21:34:58.574] [main/INFO] [Mods Optimizer/]: | artifactscrafting                  | 1.0.0                  | FORGE    | BOTH              | 2025-11-16 16:50:38 |
[16Nov2025 21:34:58.577] [main/INFO] [Mods Optimizer/]: | alexsmobs                          | 1.22.9                 | FORGE    | BOTH              | 2025-11-16 16:50:38 |
[16Nov2025 21:34:58.577] [main/INFO] [Mods Optimizer/]: | dungeonsartifacts                  | 1.5.0-1.20.1           | FORGE    | UNKNOWN           | 2024-05-12 17:28:24 |
[16Nov2025 21:34:58.578] [main/INFO] [Mods Optimizer/]: | geckolib                           | 4.8.2                  | FORGE    | BOTH              | 2025-09-23 20:08:07 |
[16Nov2025 21:34:58.578] [main/INFO] [Mods Optimizer/]: | moreartifacts                      | 1.5.0                  | FORGE    | BOTH              | 2025-10-08 06:24:02 |
[16Nov2025 21:34:58.579] [main/INFO] [Mods Optimizer/]: | playeranimator                     | 1.0.2-rc1+1.20         | FORGE    | BOTH              | 2025-11-16 16:52:01 |
[16Nov2025 21:34:58.579] [main/INFO] [Mods Optimizer/]: | aether                             | 1.20.1-1.5.2-neoforge  | NEOFORGE | BOTH              | 2025-01-28 21:37:07 |
[16Nov2025 21:34:58.580] [main/INFO] [Mods Optimizer/]: | illagerinvasion                    | 8.0.7                  | FORGE    | BOTH              | 2025-02-14 16:16:58 |
[16Nov2025 21:34:58.582] [main/INFO] [Mods Optimizer/]: | mcdar                              | 4.0.5                  | FABRIC   | BOTH              | 2025-11-16 16:51:48 |
[16Nov2025 21:34:58.583] [main/INFO] [Mods Optimizer/]: | connectivity                       | 1.20.1-7.2             | FORGE    | BOTH              | 2025-09-25 17:06:21 |
[16Nov2025 21:34:58.584] [main/INFO] [Mods Optimizer/]: | sakes_structures                   | 0.2.1                  | FORGE    | BOTH              | 2025-11-16 16:52:08 |
[16Nov2025 21:34:58.585] [main/INFO] [Mods Optimizer/]: | aquaculturedelight                 | 1.1.1                  | FORGE    | BOTH              | 2025-11-16 16:50:38 |
[16Nov2025 21:34:58.585] [main/INFO] [Mods Optimizer/]: | sophisticatedcore                  | 1.2.105-1230           | FORGE    | BOTH              | 2025-10-07 11:46:06 |
[16Nov2025 21:34:58.586] [main/INFO] [Mods Optimizer/]: | rustic_engineer                    | 1.1.4                  | FORGE    | BOTH              | 2025-11-16 16:52:08 |
[16Nov2025 21:34:58.586] [main/INFO] [Mods Optimizer/]: | sound_physics_remastered           | 1.20.1-1.5.1           | FORGE    | BOTH              | 2025-09-25 16:24:44 |
[16Nov2025 21:34:58.587] [main/INFO] [Mods Optimizer/]: | structureessentials                | 1.20.1-4.8             | FORGE    | BOTH              | 2025-06-30 17:21:37 |
[16Nov2025 21:34:58.587] [main/INFO] [Mods Optimizer/]: | sweety_archaeology                 | 1.0.9                  | FORGE    | BOTH              | 2025-11-16 16:52:14 |
[16Nov2025 21:34:58.589] [main/INFO] [Mods Optimizer/]: | placebo                            | 8.6.3                  | FORGE    | BOTH              | 2025-03-07 01:06:01 |
[16Nov2025 21:34:58.591] [main/INFO] [Mods Optimizer/]: | modernfix                          | 5.24.4+mc1.20.1        | FORGE    | BOTH              | 2025-11-16 16:51:51 |
[16Nov2025 21:34:58.592] [main/INFO] [Mods Optimizer/]: | citadel                            | 2.6.2                  | FORGE    | BOTH              | 2025-06-27 10:38:35 |
[16Nov2025 21:34:58.592] [main/INFO] [Mods Optimizer/]: | lootintegrations                   | 1.20.1-4.7             | FORGE    | BOTH              | 2025-06-11 01:07:40 |
[16Nov2025 21:34:58.592] [main/INFO] [Mods Optimizer/]: | fastitemframes                     | 20.1.5                 | FORGE    | BOTH              | 2025-09-04 16:50:34 |
[16Nov2025 21:34:58.593] [main/INFO] [Mods Optimizer/]: | yungsapi                           | 1.204.0-6              | FORGE    | UNKNOWN           | 2024-09-30 02:13:42 |
[16Nov2025 21:34:58.593] [main/INFO] [Mods Optimizer/]: | spellbound_weapons_mr              | 0.0.0                  | MIXED    | DATA_PACK         | 2025-11-16 16:52:13 |
[16Nov2025 21:34:58.595] [main/INFO] [Mods Optimizer/]: | aether_villages                    | 1.0.7                  | FORGE    | BOTH              | 2024-09-09 17:32:29 |
[16Nov2025 21:34:58.596] [main/INFO] [Mods Optimizer/]: | redirected                         | 1.0.0                  | FORGE    | UNKNOWN           | 2025-11-16 16:52:06 |
[16Nov2025 21:34:58.597] [main/INFO] [Mods Optimizer/]: | sophisticatedbackpacks             | 3.24.9-1391            | FORGE    | BOTH              | 2025-10-02 13:17:26 |
[16Nov2025 21:34:58.597] [main/INFO] [Mods Optimizer/]: | achiopt                            | 1.0.5                  | FORGE    | BOTH              | 2024-05-22 12:21:55 |
[16Nov2025 21:34:58.598] [main/INFO] [Mods Optimizer/]: | relics                             | 8.0.11                 | FORGE    | BOTH              | 2025-09-08 17:00:08 |
[16Nov2025 21:34:58.598] [main/INFO] [Mods Optimizer/]: | simpleplanes                       | 1.20.1-5.3.3           | FORGE    | BOTH              | 2024-07-16 11:49:02 |
[16Nov2025 21:34:58.602] [main/INFO] [Mods Optimizer/]: | clickadv                           | 1.20.1-3.8             | FORGE    | BOTH              | 2024-04-26 23:12:13 |
[16Nov2025 21:34:58.602] [main/INFO] [Mods Optimizer/]: | fdbosses                           | 2.0.9                  | FORGE    | BOTH              | 2025-10-20 13:45:36 |
